"METRO_ID","Metropolitan areas","VAR","Variables","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"US133","Colorado Springs","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,40478,,
"US133","Colorado Springs","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.336,,
"US134","Saint Louis (US)","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,43695,,
"US134","Saint Louis (US)","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.398,,
"US135","Sacramento/Roseville","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,37989,,
"US135","Sacramento/Roseville","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.376,,
"US141","Louisville","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,37453,,
"US141","Louisville","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.354,,
"US146","San Francisco","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,53873,,
"US146","San Francisco","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.402,,
"US147","Wichita","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,36073,,
"US147","Wichita","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.34,,
"US149","Richmond","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,38938,,
"US149","Richmond","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.396,,
"US154","Norfolk-Portsmouth-Chesapeake-Virginia beach","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,37620,,
"US154","Norfolk-Portsmouth-Chesapeake-Virginia beach","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.325,,
"US155","Fresno","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,27753,,
"US155","Fresno","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.4,,
"US159","Las Vegas","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,32847,,
"US159","Las Vegas","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.386,,
"US160","Nashville","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,43003,,
"US160","Nashville","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.383,,
"US161","Tulsa","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,40560,,
"US161","Tulsa","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.387,,
"US170","Raleigh","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,43135,,
"US170","Raleigh","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.342,,
"US174","Oklahoma city","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,41443,,
"US174","Oklahoma city","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.383,,
"US178","Charlotte","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,42479,,
"US178","Charlotte","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.383,,
"US180","Albuquerque","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,38921,,
"US180","Albuquerque","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.421,,
"US181","Memphis","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,36782,,
"US181","Memphis","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.38,,
"US186","Little Rock","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,37679,,
"US186","Little Rock","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.343,,
"US190","Los Angeles","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,37771,,
"US190","Los Angeles","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.412,,
"US195","Columbia","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,34799,,
"US195","Columbia","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.325,,
"US196","Atlanta","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,41896,,
"US196","Atlanta","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.394,,
"US202","Phoenix","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,39965,,
"US202","Phoenix","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.401,,
"US205","Birmingham (US)","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,40902,,
"US205","Birmingham (US)","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.379,,
"US209","Dallas","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,48208,,
"US209","Dallas","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.41,,
"US210","San Diego","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,40469,,
"US210","San Diego","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.386,,
"US212","Fort Worth","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,44989,,
"US212","Fort Worth","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.393,,
"US213","Charleston","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,36974,,
"US213","Charleston","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.342,,
"US223","Tucson","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,35991,,
"US223","Tucson","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.404,,
"US227","El Paso","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,30264,,
"US227","El Paso","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.403,,
"US233","Baton Rouge","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,37693,,
"US233","Baton Rouge","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.376,,
"US234","Austin","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,49104,,
"US234","Austin","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.405,,
"US237","Jacksonville","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,40094,,
"US237","Jacksonville","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.383,,
"US241","New Orleans","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,38179,,
"US241","New Orleans","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.407,,
"US242","Houston","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,47126,,
"US242","Houston","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.422,,
"US245","San Antonio","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,39774,,
"US245","San Antonio","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.384,,
"US250","Orlando","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,36300,,
"US250","Orlando","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.379,,
"US251","Clearwater/Saint Petersburg","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,37476,,
"US251","Clearwater/Saint Petersburg","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.385,,
"US252","Tampa","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,39604,,
"US252","Tampa","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.397,,
"US259","Miami","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,39391,,
"US259","Miami","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.428,,
"US261","Mcallen","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,25359,,
"US261","Mcallen","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.426,,
"MEX05","Juárez","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7233,,
"MEX05","Juárez","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.42,,
"MEX08","Hermosillo","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,9691,,
"MEX08","Hermosillo","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.44,,
"MEX10","Chihuahua","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,8705,,
"MEX10","Chihuahua","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.42,,
"MEX16","Reynosa","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,6484,,
"MEX16","Reynosa","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.41,,
"MEX21","Saltillo","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,8190,,
"MEX21","Saltillo","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.44,,
"MEX22","Culiacán","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7664,,
"MEX22","Culiacán","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.44,,
"MEX24","Durango","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,6355,,
"MEX24","Durango","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.44,,
"MEX28","Tampico","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7514,,
"MEX28","Tampico","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.46,,
"MEX31","Aguascalientes","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7316,,
"MEX31","Aguascalientes","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.44,,
"MEX34","León","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7379,,
"MEX34","León","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.45,,
"MEX37","Guadalajara","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,8005,,
"MEX37","Guadalajara","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.45,,
"MEX40","Querétaro","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,8835,,
"MEX40","Querétaro","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.48,,
"MEX42","Celaya","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7194,,
"MEX42","Celaya","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.48,,
"MEX46","Pachuca de Soto","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7688,,
"MEX46","Pachuca de Soto","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.48,,
"MEX50","Morelia","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7977,,
"MEX50","Morelia","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.48,,
"MEX51","Mexico City","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7771,,
"MEX51","Mexico City","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.45,,
"MEX52","Xalapa","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7371,,
"MEX52","Xalapa","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.48,,
"MEX55","Toluca","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,6849,,
"MEX55","Toluca","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.48,,
"MEX60","Puebla","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,6488,,
"MEX60","Puebla","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.47,,
"MEX61","Cuernavaca","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7393,,
"MEX61","Cuernavaca","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.48,,
"MEX70","Centro","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,7888,,
"MEX70","Centro","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.48,,
"MEX74","Acapulco de Juárez","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,5395,,
"MEX74","Acapulco de Juárez","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.44,,
"MEX75","Tuxtla Gutiérrez","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,8160,,
"MEX75","Tuxtla Gutiérrez","GINI_INC","Gini index","2010","2010","IDX","Index","0","Units",,,0.5,,
"AUS01","Sydney","EQU_HOU_DISP_INC","Equivalised household disposable income","2011","2011","USD","US Dollar","0","Units",,,39221,,
"AUS02","Melbourne","EQU_HOU_DISP_INC","Equivalised household disposable income","2011","2011","USD","US Dollar","0","Units",,,35233,,
"AUS03","Brisbane","EQU_HOU_DISP_INC","Equivalised household disposable income","2011","2011","USD","US Dollar","0","Units",,,34963,,
"AUS04","Perth","EQU_HOU_DISP_INC","Equivalised household disposable income","2011","2011","USD","US Dollar","0","Units",,,40330,,
"AUS05","Adelaide","EQU_HOU_DISP_INC","Equivalised household disposable income","2011","2011","USD","US Dollar","0","Units",,,33112,,
"AUS06","Gold Coast-Tweed Heads","EQU_HOU_DISP_INC","Equivalised household disposable income","2011","2011","USD","US Dollar","0","Units",,,30989,,
"CAN01","Edmonton","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.062,,
"CAN04","Calgary","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.055,,
"CAN06","Winnipeg","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.085,,
"CAN09","Vancouver","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.042,,
"CAN16","Quebec","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.075,,
"CAN20","Montreal","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.077,,
"CAN21","Ottawa-Gatineau","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.084,,
"CAN26","Toronto","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.051,,
"CAN29","Hamilton","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.094,,
"DK001","Copenhagen","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2013","2013","IDX","Index","0","Units",,,0.049,,
"FR001","Paris","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.049,,
"FR003","Lyon","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.05,,
"FR004","Toulouse","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.039,,
"FR006","Strasbourg","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.046,,
"FR007","Bordeaux","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.041,,
"FR008","Nantes","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.037,,
"FR009","Lille","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.06,,
"FR010","Montpellier","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.051,,
"FR011","Saint-Étienne","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.037,,
"FR013","Rennes","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.034,,
"FR026","Grenoble","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.054,,
"FR032","Toulon","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.046,,
"FR203","Marseille","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.061,,
"FR205","Nice","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.045,,
"FR215","Rouen","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2011","2011","IDX","Index","0","Units",,,0.057,,
"US003","Seattle","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.072,,
"US012","Portland","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.058,,
"US014","Minneapolis","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.079,,
"US033","Milwaukee","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.106,,
"US035","Madison","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.074,,
"US038","Buffalo","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.088,,
"US039","Grand Rapids","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.087,,
"US044","Albany","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.076,,
"US045","Detroit","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.119,,
"US048","Boston","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.075,,
"US055","Chicago","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.094,,
"US060","Providence","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.071,,
"US069","Cleveland","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.116,,
"US070","Des Moines","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.075,,
"US077","Omaha","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.098,,
"US081","Akron","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.113,,
"US084","New York","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.1,,
"US089","Salt Lake City","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.09,,
"US097","Pittsburgh","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.083,,
"US103","Harrisburg","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.064,,
"US106","Philadelphia","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.12,,
"US107","Columbus","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.084,,
"US114","Denver","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.096,,
"US115","Indianapolis","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.119,,
"US117","Dayton","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.098,,
"US122","Baltimore","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.115,,
"US124","Cincinnati","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.097,,
"US125","Washington","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.093,,
"US128","Kansas City","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.112,,
"US133","Colorado Springs","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.094,,
"US134","Saint Louis (US)","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.101,,
"US135","Sacramento/Roseville","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.081,,
"US141","Louisville","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.102,,
"US146","San Francisco","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.077,,
"US147","Wichita","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.108,,
"US149","Richmond","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.116,,
"US154","Norfolk-Portsmouth-Chesapeake-Virginia beach","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.084,,
"US155","Fresno","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.104,,
"US159","Las Vegas","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.086,,
"US160","Nashville","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.107,,
"US161","Tulsa","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.085,,
"US170","Raleigh","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.092,,
"US174","Oklahoma city","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.096,,
"US178","Charlotte","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.108,,
"US180","Albuquerque","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.076,,
"US181","Memphis","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.133,,
"US186","Little Rock","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.073,,
"US190","Los Angeles","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.092,,
"US195","Columbia","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.084,,
"US196","Atlanta","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.08,,
"US202","Phoenix","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.112,,
"US209","Dallas","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.124,,
"US210","San Diego","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.077,,
"US212","Fort Worth","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.11,,
"US213","Charleston","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.075,,
"US223","Tucson","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.107,,
"US227","El Paso","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.101,,
"US233","Baton Rouge","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.077,,
"US234","Austin","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.106,,
"US237","Jacksonville","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.084,,
"US241","New Orleans","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.075,,
"US242","Houston","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.118,,
"US245","San Antonio","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.112,,
